seller_id,login,avg_score,positive,negative,neutral
65654960,gv79_pl,0,0,0,0
5674352,Neonet,0,0,0,0
24210029,JustaxAkcesoria,0,0,0,0
137288611,UltraVioletStore,0,0,0,0
2413880,gierland,0,0,0,0
33362068,NANO-COMP,0,0,0,0
99058636,ecotraps,0,0,0,0
20164490,OleOlepl,0,0,0,0
134539056,Teletorium_pl,0,0,0,0
119011816,Shop_Gsm-pl,0,0,0,0
102969755,smartSPOT,0,0,0,0
1648611,mjuskowiak,0,0,0,0
40527322,Ninebot,0,0,0,0
110504336,x-planet_Wroclaw,0,0,0,0
98760266,e-komsklep,0,0,0,0
135003152,Yubbliy,0,0,0,0
102769242,FastTech,0,0,0,0
45080592,Mart-Sale,0,0,0,0
74748094,GoldGame2,0,0,0,0
99508149,Mega_Promocje_,0,0,0,0
111901934,IAMSMART_PL,0,0,0,0
96977384,SmartPhoneLux,0,0,0,0
60557801,iSpadlParts,0,0,0,0
142706276,Sygnallo,0,0,0,0
112942814,PREMIUM_FON,0,0,0,0
142534557,TongTech,0,0,0,0
132749719,RAGGEDPL,0,0,0,0
10726937,AFGComputers_pl,0,0,0,0
50524363,KAZELATRADE,0,0,0,0
20258707,mobile-city,0,0,0,0
134399672,Ziskejte_CZ,0,0,0,0
58091411,-CUBOT-POLSKA,0,0,0,0
78109630,partner-ce,0,0,0,0
102090127,all2gsm,0,0,0,0
124018516,ElectroSmart_EU,0,0,0,0
109448014,SimplyBuy,0,0,0,0
20062855,technology-store,0,0,0,0
42586997,smalltronic,0,0,0,0
132343581,AppleOnly,0,0,0,0
101664790,sma-HAMMER,0,0,0,0
108307722,eSilton,0,0,0,0
138469251,X-ME_PL,0,0,0,0
6879039,ELECTROpl,0,0,0,0
36790633,adjotel,0,0,0,0
136378546,AppleCentral,0,0,0,0
1714475,X-SKLEP_pl,0,0,0,0
39772782,RebelElectro,0,0,0,0
42121053,tomitelefony,0,0,0,0
104047093,afgmarket_pl,0,0,0,0
45187056,sklepfonik,0,0,0,0
6124440,Sferis-PTR,0,0,0,0
4867579,komtek,0,0,0,0
40658045,Telefony_GSM_pl,0,0,0,0
113129798,Oppo_Polska,0,0,0,0
110460607,technidost,0,0,0,0
42388365,avans__pl,0,0,0,0
110599110,Qualita95,0,0,0,0
113544173,MDKOM_Trade,0,0,0,0
109038487,OnePlus_Polska,0,0,0,0
21616540,sebastian34311,0,0,0,0
112162956,Apolllos,0,0,0,0
5574281,MoreleMTO,0,0,0,0
134797714,MediaSmartGroup,0,0,0,0
28144170,Perfecto-GSM,0,0,0,0
126839086,InnoMark,0,0,0,0
7969632,wojtekmarchewka,0,0,0,0
113668290,Envoyshop,0,0,0,0
34758446,Awax3_pl,0,0,0,0
1680,Allegro,0,0,0,0
75125532,GV79PL,0,0,0,0
86804839,cudownezakupy_pl,0,0,0,0
67598581,jianruixi,0,0,0,0
42369505,abctelefony,0,0,0,0
64966327,Airtel_Services,0,0,0,0
5578132,GrupaGSM_pl,0,0,0,0
49249662,sklep_PunktGSM,0,0,0,0
51055014,MoreleGrupa,0,0,0,0
77880085,MediaMarktPolska,0,0,0,0
108545864,Domatex-AGD-RTV,0,0,0,0
106886159,Servatech,0,0,0,0
58657237,electronic_house,0,0,0,0
114080187,lamelbrands,0,0,0,0
10664341,sklepfoshion,0,0,0,0
68698457,komidom,0,0,0,0
110049099,Strefa_marki_ZTE,0,0,0,0
16651690,nipolmedia-pl,0,0,0,0
27726017,Mobile_gsm_13,0,0,0,0
74939699,Dreamphone,0,0,0,0
46726474,SuperTechPL,0,0,0,0
131526584,KlasikTel,0,0,0,0
111328848,G_S_M_market,0,0,0,0
41135149,SmA-myPhone,0,0,0,0
128400461,dejcon_machines,0,0,0,0
20686080,vecram,0,0,0,0
96657296,SmA_Panasonic,0,0,0,0
125101739,Gesheletro-PL,0,0,0,0
134961867,BeloTrade,0,0,0,0
109617308,devicesstore,0,0,0,0
80440741,ALLMAR_,0,0,0,0
50719585,xphones_pl,0,0,0,0
107375281,twdprojekt3,0,0,0,0
12846481,REMEDIAL,0,0,0,0
13429779,SWIAT_DRUKU,0,0,0,0
123909290,martel-sklep,0,0,0,0
49338763,TFO_pl,0,0,0,0
71391405,GSM_forU,0,0,0,0
50234063,CSKrakow,0,0,0,0
102581487,ITMT,0,0,0,0
109525364,Mp_Invest,0,0,0,0
65660039,IZKA-TEL,0,0,0,0
42046151,Parktel_Shop,0,0,0,0
27261764,emulticom,0,0,0,0
15784641,bingo24-com-pl,0,0,0,0
7480514,RAD_ALLEGRO,0,0,0,0
19772085,FirmaStarex,0,0,0,0
127097309,TELESHOP_PL,0,0,0,0
114188072,binbin9812,0,0,0,0
100540144,Elektromaniak_,0,0,0,0
118124600,itomi_pl,0,0,0,0
11288614,abfotopl,0,0,0,0
105408752,Cubot-Polska,0,0,0,0
136174471,smartfonautax,0,0,0,0
2868569,Repeta83,0,0,0,0
69926979,AllegroZakupy24,0,0,0,0
99654919,4Connect_PL,0,0,0,0
5485777,korleone5,0,0,0,0
41172993,STREFA-OUTLET,0,0,0,0
139514433,Phoneandall,0,0,0,0
133450881,NajlepszyRabat,0,0,0,0
101098392,Nattel,0,0,0,0
3278221,PAULA-PAULA,0,0,0,0
90535759,No1Phone,0,0,0,0
140547668,Thugcfdpl,0,0,0,0
2290860,faxteljacek,0,0,0,0
108401653,Sfera5g,0,0,0,0
41682489,WWW_JUSTAXGSM_CO,0,0,0,0
45071696,AN-TEL,0,0,0,0
111516969,gsm-tup-tus,0,0,0,0
40510181,telecentrum24,0,0,0,0
128381013,MB_Mobile,0,0,0,0
12111847,Polsonic_Sklep,0,0,0,0
103025445,Sheykpl,0,0,0,0
118419697,Gsm4projekt,0,0,0,0
127911505,Tani_telefonik,0,0,0,0
139695826,LepNaProductions,0,0,0,0
14115752,smyku-1,0,0,0,0
142370633,NEX-TEK,0,0,0,0
115757064,_Best__Buy_,0,0,0,0
119587536,fraza_edu,0,0,0,0
121549782,Magia_Okazje,0,0,0,0
140513700,mobil_shop,0,0,0,0
41008551,Elektro_Markety,0,0,0,0
130679477,DG-elektroniczny,0,0,0,0
11511971,Careta21,0,0,0,0
139628906,PREFEROWANY3C,0,0,0,0
73774900,tupo_pl,0,0,0,0
89984729,Smart_Sklep24,0,0,0,0
80677581,tengxin,0,0,0,0
141527233,JPCSSprzedaz,0,0,0,0
90942428,EuroExpertMedia,0,0,0,0
36768718,MD-KOM1,0,0,0,0
2153798,multi-media,0,0,0,0
2798644,4301dk,0,0,0,0
48401389,supercena24pl,0,0,0,0
65462013,yeehshop,0,0,0,0
41378237,media-home1,0,0,0,0
104607668,WISTORE_IT,0,0,0,0
14839955,Vobis_pl,0,0,0,0
136706501,ProMarketPolska,0,0,0,0
41378974,AAAAUTOPL,0,0,0,0
